Journal Name,Journal ISSN,Count, Avg SC Ratio,Avg ReLy,Avg semantic diff,Avg NSC similarity,Avg SC similarity,Avg references,Average SCs
Frontiers in aging neuroscience,1663-4365,708,0.036169091,-0.266451371,-0.07336326,0.601463786,0.674827046,77.75,1.892655367
Journal of vision,1534-7362,706,0.104891284,-0.786139135,-0.072638759,0.670644001,0.743282761,46.71813031,4.507082153
Developmental dynamics : an official publication of the American Association of Anatomists,1058-8388,704,0.053444872,-0.183998265,-0.03471564,0.590212238,0.624927878,61.89772727,2.805397727
Journal of experimental & clinical cancer research : CR,0392-9078,700,0.062649261,0.057465586,0.008888613,0.457411972,0.448523359,45.63428571,2.544285714
AAPS PharmSciTech,1530-9932,698,0.090807184,-0.697061035,-0.081133969,0.653459899,0.734593869,25.76361032,1.946991404
Investigational new drugs,0167-6997,696,0.064985359,-0.612482094,-0.094248449,0.558154867,0.652403316,31.02442529,1.586206897
Hearing research,0378-5955,695,0.141522655,-0.877620625,-0.057124767,0.662868628,0.719993395,60.11654676,7.69352518
Toxicology and applied pharmacology,0041-008X,695,0.066723224,-0.550751833,-0.080534683,0.630694656,0.711229339,55.74388489,3.38705036
Annals of neurology,0364-5134,694,0.068398571,-0.119883452,-0.01725035,0.424584443,0.441834792,43.49423631,2.682997118
BMC veterinary research,1746-6148,694,0.051515688,-0.06728756,-0.014323727,0.466240094,0.480563822,34.82276657,1.514409222
Epilepsia,0013-9580,694,0.171281417,0.376597689,0.026512366,0.497305659,0.470793293,40.98847262,6.23054755
Heredity,0018-067X,693,0.080861361,-0.382029647,-0.056421158,0.662798974,0.719220132,38.93217893,2.380952381
Neurobiology of disease,0969-9961,690,0.036877166,-0.277670864,-0.081980456,0.646180537,0.728160994,70.4826087,2.155072464
"Lancet (London, England)",0140-6736,688,0.130412323,-0.665802936,-0.036911798,0.453351052,0.49026285,46.26889535,4.819767442
Journal of substance abuse treatment,0740-5472,687,0.143456402,-1.350292617,-0.097110722,0.567426362,0.664537084,36.00873362,4.57496361
Aging cell,1474-9718,686,0.054347443,-0.478357347,-0.096052992,0.648369992,0.744422984,50.63848397,2.513119534
Protoplasma,0033-183X,682,0.071953508,-0.739901303,-0.089558571,0.646738769,0.73629734,39.96187683,2.038123167
The Journal of adolescent health : official publication of the Society for Adolescent Medicine,1054-139X,682,0.106140609,0.01113954,-3.20663E-05,0.376773148,0.376805214,27.63489736,2.727272727
Bioorganic & medicinal chemistry,0968-0896,679,0.059961021,-0.745901677,-0.121368062,0.603098688,0.724466751,36.77908689,1.964653903
Journal of affective disorders,0165-0327,679,0.077954978,-0.063147498,-0.00510485,0.451205275,0.456310125,42.49779087,3.048600884
The Journal of general virology,0022-1317,679,0.085071468,-0.535944041,-0.058420818,0.654494802,0.71291562,46.00294551,3.571428571
Annals of biomedical engineering,0090-6964,678,0.07370615,-0.6986233,-0.092838378,0.62676513,0.719603508,40.42477876,2.461651917
Gastric cancer : official journal of the International Gastric Cancer Association and the Japanese Gastric Cancer Association,1436-3291,678,0.10879985,0.017645077,0.000595916,0.509257876,0.50866196,28.93510324,2.640117994
Nano letters,1530-6984,672,0.140590434,-0.617377201,-0.04979291,0.664226626,0.714019537,31.03869048,3.867559524
Fertility and sterility,0015-0282,671,0.171336153,0.009188426,0.007524427,0.45231145,0.444787023,41.07451565,5.836065574
Journal of leukocyte biology,0741-5400,670,0.042218976,-0.238665577,-0.05842193,0.632269738,0.690691667,64.63283582,2.210447761
Preventing chronic disease,1545-1151,670,0.104251826,-0.305905921,-0.026443823,0.361483064,0.387926888,20.78656716,1.858208955
Molecular genetics and genomics : MGG,1617-4623,668,0.039775646,-0.407801107,-0.10267884,0.663965003,0.766643843,45.21856287,1.556886228
"Pharmacology, biochemistry, and behavior",0091-3057,665,0.079150674,-0.68636811,-0.083438156,0.645827267,0.729265423,59.80451128,4.210526316
Asian journal of andrology,1008-682X,663,0.070937784,-0.489020781,-0.066367926,0.563427983,0.629795909,42.95776772,2.082956259
International journal of epidemiology,0300-5771,662,0.096493809,0.256083417,0.03554906,0.413943017,0.378393958,37.8489426,2.971299094
Cellular and molecular neurobiology,0272-4340,661,0.043286573,-0.403186854,-0.095852777,0.639528691,0.735381468,49.68381241,1.641452345
Obstetrics and gynecology,0029-7844,661,0.152660271,-0.237406348,-0.020478766,0.35262707,0.373105837,25.58245083,3.552193646
Inorganic chemistry,0020-1669,660,0.171756513,-1.952811055,-0.107263362,0.606638214,0.713901576,36.22272727,5.539393939
The oncologist,1083-7159,658,0.050806088,-0.318029917,-0.061519432,0.374018945,0.435538377,42.90425532,1.53343465
"Cerebellum (London, England)",1473-4222,657,0.066358538,-0.510176007,-0.07676095,0.633121676,0.709882626,57.81278539,3.074581431
Journal of mathematical biology,0303-6812,657,0.132895462,-0.891086809,-0.070574883,0.663374661,0.733949544,26.08219178,2.692541857
Archives of disease in childhood. Fetal and neonatal edition,1359-2998,656,0.091391359,0.012584014,-0.003322212,0.46109857,0.464420782,27.39939024,2.175304878
Journal of occupational rehabilitation,1053-0487,656,0.146691814,-0.445415391,-0.039498587,0.462047268,0.501545855,32.83689024,4.227134146
Bioconjugate chemistry,1043-1802,655,0.092894502,-1.006193124,-0.10457098,0.61692315,0.721494131,41.10381679,3.53740458
Health expectations : an international journal of public participation in health care and health policy,1369-6513,655,0.097375621,-0.192335858,-0.029726369,0.422434948,0.452161316,29.60916031,2.41221374
Journal of thrombosis and thrombolysis,0929-5305,651,0.056843512,-0.627843296,-0.111350971,0.540575401,0.651926372,35.21044547,1.514592934
Journal of immigrant and minority health,1557-1912,650,0.067719414,-0.858903234,-0.127647495,0.577741699,0.705389195,30.98307692,1.818461538
"Public health reports (Washington, D.C. : 1974)",0033-3549,650,0.111443719,-0.533767831,-0.046326567,0.447346028,0.493672595,25.18769231,2.181538462
Journal of applied behavior analysis,0021-8855,649,0.572243973,-4.234535126,-0.0710079,0.601782001,0.672789902,20.0816641,10.96456086
AIDS care,0954-0121,647,0.103021906,-1.494186722,-0.148417252,0.599286874,0.747704125,27.84698609,2.633693972
La Radiologia medica,0033-8362,647,0.083786039,0.060441578,0.002043775,0.474909314,0.472865539,30.98763524,2.270479134
Perception & psychophysics,0031-5117,647,0.220540525,1.016744552,0.042542518,0.584876193,0.542333675,22.74652241,4.768160742
Frontiers in neurology,1664-2295,645,0.049033608,-0.138204044,-0.028943766,0.485352218,0.514295985,64.87596899,1.831007752
Acta pharmacologica Sinica,1671-4083,644,0.057686256,0.043772079,0.011354199,0.490583852,0.479229653,45.33540373,1.98447205
The journal of headache and pain,1129-2369,644,0.101894394,-0.654659069,-0.074893128,0.478324479,0.553217607,42.34937888,3.338509317
Osteoarthritis and cartilage,1063-4584,643,0.137197447,0.098773636,0.012402838,0.44539045,0.432987612,41.08864697,5.3281493
The Journal of veterinary medical science,0916-7250,643,0.084468662,-0.832349298,-0.095262591,0.624734433,0.719997024,24.54276827,1.813374806
Reproductive biology and endocrinology : RB&E,1477-7827,642,0.043199429,-0.0914843,-0.01880827,0.484206895,0.503015165,50.42990654,1.665109034
AMIA ... Annual Symposium proceedings. AMIA Symposium,1559-4076,638,0.134257455,-1.702824039,-0.131863665,0.55152085,0.683384515,18.06896552,2.191222571
Journal of neuroengineering and rehabilitation,1743-0003,638,0.068567643,0.055632453,0.0004686,0.470214488,0.469745888,40.90282132,2.520376176
Movement disorders : official journal of the Movement Disorder Society,0885-3185,638,0.138966453,-0.998939066,-0.058538711,0.500800065,0.559338775,44.82288401,5.675548589
Journal of computational neuroscience,0929-5313,636,0.065343681,-0.405869037,-0.061443294,0.700987455,0.762430749,41.58333333,2.240566038
"Journal of speech, language, and hearing research : JSLHR",1092-4388,636,0.18292344,-0.449819031,-0.026492084,0.352633619,0.379125703,37.54874214,6.110062893
Journal of urban health : bulletin of the New York Academy of Medicine,1099-3460,635,0.083843204,-1.0889008,-0.131589012,0.59610402,0.727693032,30.82519685,2.122834646
Molecular cancer,1476-4598,635,0.030043178,0.025398048,0.017171429,0.474901203,0.457729774,62.80787402,1.45511811
"Marine biotechnology (New York, N.Y.)",1436-2228,633,0.092964634,-0.811695833,-0.08933609,0.619297539,0.708633628,36.96208531,2.83728278
Psychological research,0340-0727,633,0.085363907,-0.458808493,-0.046425199,0.665645199,0.712070398,34.75987362,2.543443918
Aging,1945-4589,632,0.058912337,-0.191916146,-0.041695132,0.597371453,0.639066585,60.52848101,3.283227848
Frontiers in behavioral neuroscience,1662-5153,632,0.04054017,-0.226915624,-0.070289531,0.647595895,0.717885426,69.26740506,1.765822785
Cell stem cell,1875-9777,631,0.086887542,-0.338377405,-0.047099199,0.65796316,0.705062359,52.87955626,4.045958796
Pediatric blood & cancer,1545-5009,626,0.091078305,-0.267062674,-0.02598916,0.447046179,0.473035339,32.48402556,2.623003195
Diagnostic pathology,1746-1596,623,0.104996192,0.419002669,0.030065681,0.466404794,0.436339113,28.28892456,2.526484751
AIDS research and human retroviruses,0889-2229,622,0.098553636,-1.236426455,-0.112862198,0.586196375,0.699058573,37.96623794,2.78778135
International urogynecology journal and pelvic floor dysfunction,,622,0.150547074,-2.102866079,-0.140564581,0.527577866,0.668142447,22.69292605,3.180064309
"Medical oncology (Northwood, London, England)",1357-0560,622,0.049738551,-0.777658601,-0.155091378,0.596497873,0.751589251,34.53376206,1.379421222
The Korean journal of parasitology,0023-4001,622,0.17178113,-1.440020003,-0.081431563,0.626301514,0.707733077,21.47106109,3.263665595
Molecular pain,1744-8069,621,0.045757796,0.005099262,0.000538551,0.540912446,0.540373895,53.2173913,2.196457327
Journal of neuroscience methods,0165-0270,620,0.088141066,-0.658691032,-0.070696327,0.578271454,0.64896778,35.66129032,2.561290323
"Chemistry (Weinheim an der Bergstrasse, Germany)",0947-6539,618,0.076844913,-0.600153765,-0.079988442,0.615613581,0.695602023,39.84951456,2.750809061
Journal of interventional cardiac electrophysiology : an international journal of arrhythmias and pacing,1383-875X,618,0.074895334,-0.273519306,-0.036153056,0.501176961,0.537330017,27.74271845,1.737864078
mAbs,1942-0862,618,0.080300558,-0.525929834,-0.062920808,0.619643933,0.682564741,47.65857605,3.281553398
Stem cell research & therapy,1757-6512,617,0.045234754,-0.041710652,-0.018557091,0.507168501,0.525725592,51.44084279,1.862236629
The American journal of psychiatry,0002-953X,613,0.102977414,0.076349759,0.009151739,0.392091217,0.382939478,41.10277325,3.766721044
Veterinary research,0928-4249,613,0.050024122,-0.395691289,-0.079115701,0.661235988,0.740351689,48.00652529,2.055464927
Psychological medicine,0033-2917,612,0.067359446,0.018868689,0.005363451,0.453896826,0.448533375,44.76960784,2.697712418
Chinese medical journal,0366-6999,611,0.067597033,-0.543475539,-0.079388707,0.181409333,0.26079804,30.39934534,1.720130933
Journal of consulting and clinical psychology,0022-006X,611,0.144777179,-0.896836525,-0.057836197,0.501446862,0.559283059,37.79541735,4.79705401
Nature chemistry,1755-4330,611,0.065171058,-0.415293144,-0.070087484,0.598783451,0.668870935,32.03273322,1.795417349
Canadian journal of anaesthesia = Journal canadien d'anesthesie,0832-610X,610,0.098354494,-0.474433005,-0.048001806,0.525871588,0.573873394,27.75737705,2.08852459
Psychoneuroendocrinology,0306-4530,609,0.087322906,-0.664619805,-0.06950626,0.596520813,0.666027073,53.70279146,4.178981938
American journal of kidney diseases : the official journal of the National Kidney Foundation,0272-6386,608,0.130789752,-0.001950983,-0.001630567,0.360856128,0.362486694,38.07072368,4.348684211
"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association",0931-0509,608,0.083429145,0.065152405,0.010658498,0.451130486,0.440471988,39.50328947,2.907894737
Vision research,0042-6989,608,0.204034193,-0.815397764,-0.034941567,0.643436878,0.678378445,51.12828947,9.554276316
Atherosclerosis,0021-9150,607,0.067098734,-0.270275197,-0.039066636,0.446585675,0.485652311,36.95057661,2.276771005
BMC medical research methodology,1471-2288,607,0.067527408,-0.004876052,-0.001661481,0.413278002,0.414939483,30.11367381,1.682042834
Anesthesiology,0003-3022,606,0.144688078,0.154760958,0.00866008,0.363226393,0.354566312,45.31023102,5.640264026
Experimental and therapeutic medicine,1792-0981,606,0.049259664,-0.743021268,-0.165055711,0.576568706,0.741624417,32.28712871,1.384488449
Journal of food science and technology,0022-1155,605,0.156921142,-1.225679706,-0.077344267,0.630508766,0.707853033,18.26115702,2.40661157
BMC geriatrics,1471-2318,603,0.044155826,-0.235597499,-0.057190877,0.449285928,0.506476805,41.32504146,1.610281924
Child development,0009-3920,603,0.183521865,-0.975119772,-0.053170425,0.648218679,0.701389103,32.44776119,5.127694859
DNA repair,1568-7856,603,0.052898802,-0.247483433,-0.048956782,0.668445515,0.717402297,68.30016584,3.28358209
Langenbeck's archives of surgery,1435-2443,602,0.058625573,0.102507041,0.013483657,0.435953259,0.422469602,39.77076412,1.739202658
"G3 (Bethesda, Md.)",2160-1836,601,0.041949148,-0.361143428,-0.092263968,0.657248399,0.749512367,50.91680532,1.672212978
Journal of chemical theory and computation,1549-9618,599,0.129912845,-0.797906265,-0.065936756,0.705606692,0.771543447,44.98330551,5.632721202
European journal of nutrition,1436-6207,596,0.041627037,-0.094867244,-0.014957353,0.451763946,0.466721299,44.49328859,1.516778523
Genetics in medicine : official journal of the American College of Medical Genetics,1098-3600,596,0.127290713,-0.126158564,-0.007659729,0.450978553,0.458638282,33.94630872,3.666107383
Journal of orthopaedic research : official publication of the Orthopaedic Research Society,0736-0266,595,0.105421426,-1.212424459,-0.114885921,0.617517952,0.732403873,39.22352941,3.778151261
"Schmerz (Berlin, Germany)",0932-433X,595,0.138403265,-0.333896803,-0.020516734,0.48838139,0.508898124,33.11260504,3.225210084
"Chemical communications (Cambridge, England)",1359-7345,594,0.079885474,-0.175723411,-0.019270378,0.567747315,0.587017693,32.48989899,2.247474747
Cell host & microbe,1931-3128,593,0.054043235,-0.376195525,-0.069572348,0.638086498,0.707658846,52.92242833,2.384485666
Pituitary,1386-341X,593,0.06742934,-0.430522667,-0.066345995,0.524256177,0.590602172,42.21416526,2.451939292
Medical care,0025-7079,587,0.11248299,0.091889793,0.007364255,0.346540614,0.339176359,29.30834753,2.988074957
Neuroscience letters,0304-3940,580,0.047134949,-0.33312686,-0.062799124,0.663607849,0.726406973,36.11551724,1.453448276
Mycorrhiza,0940-6360,577,0.169296609,-1.313888368,-0.078995028,0.682258368,0.761253397,26.14731369,3.812824957
"The journals of gerontology. Series B, Psychological sciences and social sciences",1079-5014,576,0.139015356,-0.16390765,-0.017948206,0.357386739,0.375334944,30.921875,3.850694444
Theranostics,1838-7640,576,0.065582972,-0.276763708,-0.052644736,0.594403034,0.64704777,58.82118056,2.855902778
Journal of bone and mineral metabolism,0914-8779,574,0.064655829,-0.502495562,-0.082525641,0.619005141,0.701530782,34.80836237,1.918118467
Medicine and science in sports and exercise,0195-9131,572,0.143768119,0.274429951,0.016240513,0.338644721,0.322404208,35.05769231,4.451048951
Orphanet journal of rare diseases,1750-1172,572,0.061307977,-0.127589476,-0.02011667,0.438739309,0.458855979,43.1520979,1.88986014
The Journal of antimicrobial chemotherapy,0305-7453,571,0.103218349,-0.150682863,-0.009905505,0.437974341,0.447879846,34.69702277,3.07530648
The journal of spinal cord medicine,1079-0268,571,0.090373293,-0.116038093,-0.006582415,0.462265416,0.468847832,35.1943958,2.65323993
Canadian journal of veterinary research = Revue canadienne de recherche veterinaire,0830-9000,569,0.086575657,-0.989588904,-0.107282702,0.634620081,0.741902783,23.25834798,1.736379613
European biophysics journal : EBJ,0175-7571,569,0.055032126,-0.449093121,-0.08161884,0.658326129,0.739944968,38.93321617,1.616871705
Journal of perinatology : official journal of the California Perinatal Association,0743-8346,567,0.085252583,-0.202132948,-0.025546239,0.450649463,0.476195702,31.31569665,2.338624339
Nature reviews. Immunology,1474-1733,565,0.0306085,-0.142754592,-0.049291811,0.621931038,0.671222849,125.5044248,3.269026549
